Date,Open,High,Low,Close*,
"Jan 01, 2020",238.6,238.6,237.1,238.1,
"Dec 31, 2019",238.55,238.95,237.4,237.7,
"Dec 30, 2019",238,240.9,237.5,238.2,
"Dec 27, 2019",237.5,238.45,236.45,236.9,
"Dec 26, 2019",238.9,239.4,236.35,236.8,
"Dec 24, 2019",239,240.2,238.2,238.75,
"Dec 23, 2019",242,242.8,238.65,238.9,
"Dec 20, 2019",244.35,245.1,240.15,241.15,
"Dec 19, 2019",246.05,247.9,243.25,244.35,
"Dec 18, 2019",240.6,247.35,239.75,245.15,
"Dec 17, 2019",237.5,241.7,237.5,241.05,
"Dec 16, 2019",243,243.4,236.35,236.9,
"Dec 13, 2019",240,242.5,239.2,241.6,
"Dec 12, 2019",238.05,240.2,237.6,238.55,
"Dec 11, 2019",235.6,238.8,235.6,237.6,
"Dec 10, 2019",241.6,241.7,235,235.6,
"Dec 09, 2019",243,243.3,241,241.45,
"Dec 06, 2019",247,247.15,242.5,243.35,
"Dec 05, 2019",243.15,247.5,243.1,246.95,
"Dec 04, 2019",243.5,244.05,242,243.15,
"Dec 03, 2019",244.95,245.8,242.65,244.05,
"Dec 02, 2019",246,246.9,244.55,244.95,
"Nov 29, 2019",246.75,247.4,245,246.4,
"Nov 28, 2019",247.3,247.95,245.65,246.7,
"Nov 27, 2019",249.75,250.05,246.6,246.95,
"Nov 26, 2019",248.65,250.4,247.7,249.15,
"Nov 25, 2019",247.75,248.4,246.25,247.75,
"Nov 22, 2019",247.15,252.65,246.65,247.65,
"Nov 21, 2019",251.4,251.4,245.05,245.7,
"Nov 20, 2019",249.3,251.3,246.7,250.7,
"Nov 19, 2019",251.75,251.8,248.8,249.3,
"Nov 18, 2019",251.45,252.25,248.75,250.75,
"Nov 15, 2019",254.25,255.75,250,250.65,
"Nov 14, 2019",254.1,255.9,253.25,253.9,
"Nov 13, 2019",258.9,259.25,253.15,253.85,
"Nov 11, 2019",260.6,262.35,258.8,259.45,
"Nov 08, 2019",264.85,265.45,260,260.5,
"Nov 07, 2019",262.9,266.3,262,265.85,
"Nov 06, 2019",262.95,263.8,260,261.35,
"Nov 05, 2019",261,264,258.6,262.9,
"Nov 04, 2019",262.95,264.95,260.05,260.75,
"Nov 01, 2019",259.35,263,258.75,261.3,
"Oct 31, 2019",260,262.85,256.2,257.65,
"Oct 30, 2019",256,264,254.3,259.4,
"Oct 29, 2019",250.95,255.1,249.55,253.25,
"Oct 27, 2019",249.95,251.1,249.7,250.4,
"Oct 25, 2019",256.9,257.2,247,247.7,
"Oct 24, 2019",252.6,254,247.95,249.05,
"Oct 23, 2019",250.4,251.95,249.05,251.05,
"Oct 22, 2019",245,251.1,244.95,248.9,
"Oct 18, 2019",246,247.8,245.1,246.5,
"Oct 17, 2019",244,246.7,243.85,245.85,
"Oct 16, 2019",247.4,247.6,242.15,243.65,
"Oct 15, 2019",245.05,249.2,245.05,247.6,
"Oct 14, 2019",245.45,246.4,243,244.1,
"Oct 11, 2019",243.2,246.2,241.1,243.95,
"Oct 10, 2019",247,247.65,242.65,243.2,
"Oct 09, 2019",251.3,252.2,246.3,247.1,
"Oct 07, 2019",257.5,258,250.7,251.9,
"Oct 04, 2019",263,263.9,255.2,257.25,
"Oct 03, 2019",257.7,262.15,256.05,261.65,
"Oct 01, 2019",259.1,262.45,255,255.9,
"Sep 30, 2019",254.75,260.8,249.4,259.85,
"Sep 27, 2019",250,258,250,252.95,
"Sep 26, 2019",247.3,251.4,246.25,250.4,
"Sep 25, 2019",255.1,256.25,242.7,247.55,
"Sep 24, 2019",255,258,253.8,256,
"Sep 23, 2019",250,260.5,249.9,254.85,
"Sep 20, 2019",237,248.5,234.3,238.05,
"Sep 19, 2019",239.95,239.95,236.1,236.7,
"Sep 18, 2019",237.7,242.3,234.05,239.25,
"Sep 17, 2019",239.8,240.1,236.8,237.2,
"Sep 16, 2019",239.5,240.85,238.3,239.4,
"Sep 13, 2019",241,242.45,238.6,239.9,
"Sep 12, 2019",244.3,245,240,240.75,
"Sep 11, 2019",244.6,245.45,243,243.75,
"Sep 09, 2019",244.65,246.5,243.2,245.5,
"Sep 06, 2019",244.3,245.85,243.25,243.9,
"Sep 05, 2019",242,246.9,242,244.25,
"Sep 04, 2019",241.6,244.55,241.3,243.25,
"Sep 03, 2019",244.45,244.45,240.65,241.55,
"Aug 30, 2019",242.75,247.2,239.05,245.65,
"Aug 29, 2019",243.95,245.45,240.15,241.2,
"Aug 28, 2019",246.15,247.65,243.1,245.95,
"Aug 27, 2019",243.95,246.3,242.7,245.5,
"Aug 26, 2019",240.7,243.45,234.95,242.5,
"Aug 23, 2019",239,239.45,234.65,236.1,
"Aug 22, 2019",242.2,246,239,240.05,
"Aug 21, 2019",246.7,246.9,240.85,241.45,
"Aug 20, 2019",251.6,251.95,245.45,246.5,
"Aug 19, 2019",253.5,257.3,250.95,251.55,
"Aug 16, 2019",248.75,253.4,247.4,253,
"Aug 14, 2019",246.3,253.6,244.05,248.75,
"Aug 13, 2019",253.8,254,244,246.3,
"Aug 09, 2019",258.85,258.85,253.5,254.2,
"Aug 08, 2019",255,258.7,253,257.75,
"Aug 07, 2019",259.05,259.35,253.1,253.65,
"Aug 06, 2019",258.75,261.5,258.15,258.9,
"Aug 05, 2019",264.4,264.5,257.65,259.8,
"Aug 02, 2019",267.2,267.2,263.1,264.5,
"Aug 01, 2019",270.45,270.7,266.5,267.55,
"Jul 31, 2019",268.6,271.1,266,270.2,
"Jul 30, 2019",268,270.1,266.55,268.9,
"Jul 29, 2019",270,271.15,266.5,267.75,
"Jul 26, 2019",268.75,271,266.9,270.4,
"Jul 25, 2019",271,272.5,266.9,267.85,
"Jul 24, 2019",270.3,273.35,267.9,270.85,
"Jul 23, 2019",265.5,271.7,265,270.65,
"Jul 22, 2019",268,268.2,264,264.4,
"Jul 19, 2019",274.1,274.25,268,268.3,
"Jul 18, 2019",272.95,275.1,272.3,273,
"Jul 17, 2019",272.45,273.15,270.7,272.9,
"Jul 16, 2019",271,272.75,270.6,271.95,
"Jul 15, 2019",275,275.6,270.55,270.95,
"Jul 12, 2019",275.4,276.45,273.1,275.05,
"Jul 11, 2019",274,276.9,273.6,275.65,
"Jul 10, 2019",273.55,275.25,270.75,273.15,
"Jul 09, 2019",276.95,277.55,272.15,273.1,
"Jul 08, 2019",280.15,282.9,275.8,277.45,
"Jul 05, 2019",277.65,281.85,268,279.45,
"Jul 04, 2019",277.45,278.25,275.2,277.65,
"Jul 03, 2019",274.3,277.55,272.15,276.7,
"Jul 02, 2019",275.35,275.65,273.2,273.85,
"Jul 01, 2019",274.4,276.25,274.15,274.95,
"Jun 28, 2019",274.1,275.45,272.5,273.85,
"Jun 27, 2019",277.95,278.2,272.8,273.5,
"Jun 26, 2019",278.45,278.7,276.35,277.4,
"Jun 25, 2019",275.05,280,274.25,278.5,
"Jun 24, 2019",274.25,277.5,274.25,276.25,
"Jun 21, 2019",276.65,276.65,273.25,274.25,
"Jun 20, 2019",277,277.95,275.35,277,
"Jun 19, 2019",275.7,278.9,275.6,277.2,
"Jun 18, 2019",276.15,277.85,274,275.1,
"Jun 17, 2019",278.85,278.85,274.45,275,
"Jun 14, 2019",280.5,280.5,277.15,278.05,
"Jun 13, 2019",278.9,281.35,278.55,280.6,
"Jun 12, 2019",281.4,281.4,278.25,279.95,
"Jun 11, 2019",280.9,281.4,279.2,279.85,
"Jun 10, 2019",278.3,280.55,276.9,279.4,
"Jun 07, 2019",276.8,276.8,274.2,275.25,
"Jun 06, 2019",280.4,280.4,275.3,275.75,
"Jun 04, 2019",279.25,282.15,278.8,279.25,
"Jun 03, 2019",281.4,281.5,275.3,278.55,
"May 31, 2019",289.35,291.5,277.45,278.55,
"May 30, 2019",289,291.05,288.3,288.65,
"May 29, 2019",288.8,291.7,287.6,288.1,
"May 28, 2019",291.8,292,288.1,288.9,
"May 27, 2019",291.25,293.55,289.05,290.85,
"May 24, 2019",291.5,291.65,287.3,290.45,
"May 23, 2019",305,305.6,287,288.2,
"May 22, 2019",302.15,302.8,296.8,299.75,
"May 22, 2019",5.75 Dividend,,,,
"May 21, 2019",307,310,305.3,305.9,
"May 20, 2019",306.85,307.55,302.1,307,
"May 17, 2019",295.1,302.35,295.1,301.4,
"May 16, 2019",297,297,293.25,294.75,
"May 15, 2019",297.55,299.3,292,297.05,
"May 14, 2019",291,298.25,288.85,294.35,
"May 13, 2019",295.1,303.5,287.7,289.3,
"May 10, 2019",300,300.45,296.9,297.75,
"May 09, 2019",299.4,301.3,296.35,299.85,
"May 08, 2019",300,303.4,298.65,300.65,
"May 07, 2019",308.25,309.5,300.85,301.9,
"May 06, 2019",304,307.5,300.75,307,
"May 03, 2019",304.25,307.45,303.3,304.25,
"May 02, 2019",301.1,306.5,300.6,305,
"Apr 30, 2019",304.55,307.55,299.5,301.35,
"Apr 26, 2019",304.6,306.4,302.55,304.55,
"Apr 25, 2019",307.25,309.8,302,304.15,
"Apr 24, 2019",303.4,307.2,298.5,306.45,
"Apr 23, 2019",302.15,304.8,301.55,303.4,
"Apr 22, 2019",303.85,305.5,301.05,301.8,
"Apr 18, 2019",308.25,308.25,303.55,304.4,
"Apr 16, 2019",306.8,309.95,306.15,307.2,
"Apr 15, 2019",307.9,310,304.35,305.5,
"Apr 12, 2019",296.65,307.4,295.6,305.75,
"Apr 11, 2019",294.55,297.45,293,296.4,
"Apr 10, 2019",296.05,296.55,293.5,294.7,
"Apr 09, 2019",292.5,296.7,292.25,296.3,
"Apr 08, 2019",294.65,295,291.7,292.75,
"Apr 05, 2019",295.05,296.4,292.65,294.55,
"Apr 04, 2019",296,297.3,293.75,294.8,
"Apr 03, 2019",298,299,295.15,296.15,
"Apr 02, 2019",297.4,300,294.65,297.9,
"Apr 01, 2019",297,299.2,296.55,297.25,
"Mar 28, 2019",294.1,302,293,300,
"Mar 27, 2019",294,296.7,291.6,293.1,
"Mar 26, 2019",295,296.35,291.05,293.4,
"Mar 25, 2019",297,297,293.2,295.05,
"Mar 22, 2019",300,300,296.55,298.2,
"Mar 20, 2019",300,301.95,296.6,298.9,
"Mar 19, 2019",294.6,300,293.35,299.45,
"Mar 18, 2019",292,294.2,291.3,293.55,
